"week","mean","median","sd","skewness","kurtosis"
"2021-12",10498.6740509312,38,74259.9403847287,15.4079309759001,292.557889091669
"2021-13",11247.392058874,22,70255.6315574807,10.6077376743103,145.451345315138
"2021-14",15591.6288865517,24,88573.7585101618,9.2118866976986,109.683497515945
"2021-15",22582.0707984556,46,113497.750714271,8.43849037014953,92.6028605232509
"2021-16",38874.8585917119,18387,71499.29431205,8.5674915316279,135.708022562683
"2021-17",13655.1264238536,24,83328.3475139812,9.01782941140637,105.1362216796
"2021-18",22439.4918204856,32,121541.57496621,7.99342443406854,80.9179371346851
"2021-19",25760.1492404036,28,128572.98417128,7.50505831562184,73.5248056217782
"2021-20",18060.0041506722,28,96855.139344713,8.15973708378748,87.0597660392089
"2021-21",8150.68776727859,98,53891.6305516765,14.2863547465791,260.429916727745
"2021-22",9303.13484011543,34,66571.9305368464,13.2929375272847,227.772333682706
"2021-23",7082.80484635504,110,50890.6545654958,17.1508763443203,387.178173106741
"2021-24",6837.05558710944,22,54175.3384515863,14.8722907718763,285.436104598169
"2021-25",4348.36705404696,25,37082.35626751,23.8840583409451,733.904132149812
"2021-26",15221.2585781536,17,125126.51188158,10.1520503876787,107.161320643387
"2021-27",7227.79139040858,28,42810.6247898781,15.6818619992233,327.984548540247
"2021-28",5849.00330574875,257,34338.8951600489,20.361418672369,560.020139079585
"2021-29",7185.04032119635,20,42427.9945035822,19.2488295801322,543.873358271703
"2021-30",5991.59162892219,20,43615.6908158835,18.2659195835851,436.71035996038
"2021-31",6030.29724033043,29,38238.3087219751,16.7875884206912,396.845930223582
"2021-32",8513.10316258272,16,45259.3441519183,16.5492333748901,384.921972358657
"2021-33",7767.33581486421,13,47386.4247403123,15.7225666472232,333.843769912289
"2021-34",6808.054536581,9,45583.9914789299,16.8046720273743,382.639249631344
"2021-35",5781.60719972044,10,47783.8212624117,17.9750469117751,410.45526149916
"2021-36",8417.8171884876,14,45003.8394910621,15.6880184639727,347.950592443975
"2021-37",3889.84794036766,14,39341.4140146781,21.1461506345461,573.227993450409
"2021-38",5450.95316019216,12,50086.5121766226,19.0539541511421,475.142453791631
